The Wrong Bag	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-2fe55551-05cb-47c6-b153-89bb2e0ef385.png	Stories/The Wrong Bag/comp_the_wrong_bag_2.png
Keep the Ball Up	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-5e30226f-9574-41af-a39e-9a611e17ed8a.png	Stories/Keep the Ball Up/story_keep_the_ball_up.png
Keep the Ball Up	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-9d7b530a-c055-4955-9be9-12ed228bc899.png	Stories/Keep the Ball Up/comp_keep_the_ball_up_0.png
Keep the Ball Up	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-63026c51-e1a8-4dc7-a68e-c081575be1c0.png	Stories/Keep the Ball Up/comp_keep_the_ball_up_1.png
Keep the Ball Up	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-a3d9a2b4-0f77-40a1-8afd-e41cf5a84157.png	Stories/Keep the Ball Up/comp_keep_the_ball_up_2.png
One Night with Sage	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-4fc6070b-5ae6-4ff4-8394-6e1c4f053794.png	Stories/One Night with Sage/story_one_night_with_sage.png
One Night with Sage	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-f5ef126f-6571-463a-920c-d9bad34ba613.png	Stories/One Night with Sage/comp_one_night_with_sage_0.png
One Night with Sage	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-987aa4ee-09a1-4fa1-a1d2-15607eeba2ad.png	Stories/One Night with Sage/comp_one_night_with_sage_1.png
One Night with Sage	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-1d8e7718-5577-47f1-ad5c-ed7adeaab6d7.png	Stories/One Night with Sage/comp_one_night_with_sage_2.png
One Hat for Two	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-19ef1596-02d4-40b1-916b-356258425b82.png	Stories/One Hat for Two/story_one_hat_for_two.png
One Hat for Two	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-0e3d87e2-e7e1-4c84-831b-22fa8a1d7af2.png	Stories/One Hat for Two/comp_one_hat_for_two_0.png
One Hat for Two	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-cdaec485-9e79-419c-8373-79c785ff1c45.png	Stories/One Hat for Two/comp_one_hat_for_two_1.png
One Hat for Two	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-939465f9-e31d-43c2-8fa8-904ca6537993.png	Stories/One Hat for Two/comp_one_hat_for_two_2.png
The Crumb on the Book	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-9e8012b4-f281-4aaf-84c9-9d9dc526c897.png	Stories/The Crumb on the Book/story_the_crumb_on_the_book.png
The Crumb on the Book	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-88160c9e-d5e0-4b3d-9418-c26b56ad4631.png	Stories/The Crumb on the Book/comp_the_crumb_on_the_book_0.png
The Crumb on the Book	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-6f5dce26-220e-410c-96b3-0c29ce4ca1ab.png	Stories/The Crumb on the Book/comp_the_crumb_on_the_book_1.png
The Crumb on the Book	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-4040220c-dd14-42fc-9a33-c2d3538febf1.png	Stories/The Crumb on the Book/comp_the_crumb_on_the_book_2.png
Sage and the Lamb	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-6d3995ca-ed95-4181-ad4a-f5bc1531f716.png	Stories/Sage and the Lamb/story_sage_and_the_lamb.png
Sage and the Lamb	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-f164e752-b0cb-4b19-93e9-e93c8ae222e1.png	Stories/Sage and the Lamb/comp_sage_and_the_lamb_0.png
Sage and the Lamb	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-dc6592f2-fa2d-45a3-8126-22a1f8f33721.png	Stories/Sage and the Lamb/comp_sage_and_the_lamb_1.png
Sage and the Lamb	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-c742e62f-5e1a-4063-b7dd-05e7aeae1d36.png	Stories/Sage and the Lamb/comp_sage_and_the_lamb_2.png
A Note for Wren	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-b4bee110-ddd1-4e9f-96ab-26d2241a6b5a.png	Stories/A Note for Wren/story_a_note_for_wren.png
A Note for Wren	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-d604131b-9eb2-4b39-8541-3ab1454fc8b4.png	Stories/A Note for Wren/comp_a_note_for_wren_0.png
A Note for Wren	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-dc2b8ae9-fcfd-4242-960f-da26d3ef4c70.png	Stories/A Note for Wren/comp_a_note_for_wren_1.png
A Note for Wren	/Users/ricky/.codex/generated_images/01a0bbb3-9d19-7282-bb3b-3c2e17811add/exec-0ac43bc6-a0f1-477b-b7f6-1f2b822d9b96.png	Stories/A Note for Wren/comp_a_note_for_wren_2.png
